CODE,TITLE,TERM,CAREER,DELIVERY,STUDENT,TEACHER
BIOL0215,Course BIOL0215,Summer,Postgraduate,On Campus,u0001990 u0000468 u0001547 u0000597 u0001825 u0000660 u0001083 u0000341 u0001625 u0000776 u0001087 u0000522 u0000843 u0000904 u0001730 u0001040 u0001935 u0001393 u0000594 u0000274 u0000648 u0001820 u0001270,u0002215
PHYS0216,Course PHYS0216,Spring,Undergraduate,On Campus,u0000458 u0001891 u0000879 u0000708 u0001548 u0000821 u0001659 u0001861 u0001078 u0000618 u0001402 u0000981 u0001970 u0001009 u0000210 u0000598 u0001900 u0000077 u0001190 u0001573 u0000223 u0001155 u0000220 u0000805 u0001315 u0001065 u0001036 u0001777 u0001654 u0000175 u0001133 u0001035 u0000152 u0000481 u0001214 u0000929 u0001031 u0001370 u0001448 u0000439 u0001396 u0000905 u0000663 u0001100 u0000642 u0001150 u0000460 u0001202 u0000782 u0000310 u0001160 u0001642 u0000885 u0001033 u0000032 u0000306 u0001726 u0001474 u0001334 u0000556 u0000539 u0000186 u0000008 u0000609 u0000116 u0001321 u0000541 u0000110 u0000421 u0000314 u0000394 u0000562 u0001531 u0000675 u0001581 u0001465 u0000288 u0000492 u0001807 u0000836 u0000794 u0000035 u0000941 u0001359 u0000330 u0000637 u0001020 u0001940 u0000755 u0001708 u0001076 u0001951 u0000140 u0001084,u0002216
MATH0217,Course MATH0217,Semester 1,Undergraduate,Online,u0000437 u0000620 u0001373 u0000225 u0000947 u0001645 u0000816 u0001817 u0001726 u0001054 u0001686 u0001407 u0000796 u0001934 u0000835 u0000489 u0000517 u0000910 u0001125 u0000042 u0000644 u0001208 u0001655 u0001357 u0000822 u0000532 u0000852 u0000716 u0000678 u0000276 u0001675 u0000800 u0000685 u0000436 u0000330 u0000120 u0001604 u0000101 u0001890 u0001691 u0000883 u0001118 u0001206 u0000702 u0000832 u0000962 u0001008 u0001512 u0000940 u0001422 u0001141 u0000293 u0001601 u0001126 u0000340,u0002217
LAWS0218,Course LAWS0218,Autumn,Postgraduate,Online,u0001891 u0000096 u0000145 u0001872 u0001286 u0001794 u0000547 u0000883 u0001995 u0001155 u0000125 u0000386 u0001315 u0001821 u0000346 u0001332 u0000473 u0000148 u0001401 u0000282 u0001117 u0001243 u0000694 u0000277 u0000101 u0001833 u0001426 u0001553 u0001186 u0001417 u0001653 u0000027 u0001496 u0000480 u0000471 u0000507 u0001092 u0000824 u0001657 u0000701 u0000313 u0000436 u0000683 u0001285 u0001938 u0000421 u0000702 u0000962 u0001074 u0001673 u0000208 u0000736 u0000336 u0001857 u0001363 u0000291 u0000629 u0000998 u0000836 u0001003 u0000917 u0001672 u0001967 u0001785 u0000301 u0000853 u0001706 u0000581 u0001648 u0000875 u0000524 u0001442 u0000801 u0000432 u0000602 u0001210 u0000729,u0002218
MGMT0219,Course MGMT0219,Spring,Undergraduate,Blended,u0001398 u0001310 u0000126 u0000452 u0001302 u0000032 u0000262 u0001439 u0001437 u0000787 u0001827 u0000411 u0001578 u0001485 u0001552 u0000109 u0000775 u0001497 u0001013 u0001344 u0001920 u0000893 u0000768 u0000019 u0001253 u0001715 u0000134 u0002000 u0001644 u0000939 u0000184 u0001217 u0000657 u0001532 u0000143 u0001246 u0001869 u0001386 u0001749 u0001854 u0000568 u0001762 u0001815 u0000319 u0000424 u0000783 u0001444 u0001642 u0001232 u0001996 u0001560 u0000272 u0001417,u0002219
ENGN0220,Course ENGN0220,Winter,Postgraduate,On Campus,u0000027 u0000191 u0001626 u0000167 u0001646 u0001689 u0000469 u0001603 u0000550 u0001035 u0000481 u0001898 u0001383 u0000985 u0001474 u0001083 u0000489 u0001188 u0001050 u0001089 u0000958 u0001490 u0000869 u0000522 u0000859 u0000429 u0000312 u0001702 u0000116 u0001115 u0000573 u0001794 u0000824 u0000018 u0001259 u0001706 u0000072 u0001694 u0001453 u0000265 u0000436 u0001380 u0001680 u0001972 u0000005 u0000887 u0000731 u0001833 u0000924 u0000826 u0001856 u0000046 u0000741 u0000335 u0001305 u0000827 u0001941 u0001580,u0002220
CBEA0221,Course CBEA0221,Summer,Postgraduate,Blended,u0000359 u0000786 u0000054 u0000045 u0001689 u0001870 u0000081 u0000209 u0000658 u0000864 u0000339 u0001050 u0001703 u0000439 u0000607 u0001781 u0000074 u0001693 u0000381 u0001402 u0000813 u0001342 u0001785 u0001981 u0000312 u0000650 u0001619 u0001190 u0001887 u0000090 u0000330 u0001890 u0000695 u0001155 u0000311 u0001227 u0001711 u0000755 u0001859 u0001714 u0001901 u0000363 u0001945 u0000487 u0001454 u0001826 u0000761 u0000457 u0000385 u0000368 u0000205 u0001371 u0000952 u0000493,u0002221
ENGN0222,Course ENGN0222,Semester 2,Undergraduate,On Campus,u0001277 u0000359 u0000175 u0000500 u0000257 u0000829 u0000864 u0000243 u0001182 u0001545 u0001650 u0001780 u0001766 u0001396 u0000476 u0001693 u0000445 u0000542 u0000410 u0001577 u0000425 u0001250 u0001633 u0000678 u0001340 u0000860 u0001564 u0001185 u0000240 u0001884 u0000250 u0001461 u0000204 u0000735 u0001652 u0001147 u0001914 u0001558 u0000394 u0001103 u0001698 u0000457 u0000744,u0002222
MGMT0223,Course MGMT0223,Summer,Postgraduate,Online,u0001607 u0001743 u0001389 u0000620 u0000334 u0001674 u0000928 u0000861 u0000230 u0000518 u0001013 u0001515 u0000845 u0000709 u0001912 u0000687 u0001078 u0001360 u0001510 u0000785 u0000206 u0001379 u0001936 u0000251 u0001337 u0000217 u0000078 u0001665 u0001978 u0001224 u0000689 u0000193 u0000337 u0001112 u0001919 u0001893 u0000667,u0002223
PHYS0224,Course PHYS0224,Semester 1,Postgraduate,Blended,u0001891 u0000320 u0000990 u0001950 u0000724 u0001661 u0000909 u0001119 u0001650 u0001979 u0001352 u0000733 u0001120 u0001526 u0001846 u0001794 u0000693 u0000494 u0000408 u0001652 u0001222 u0001568 u0000897 u0000973 u0001654 u0001166 u0001814 u0000105 u0000930 u0001042 u0001032 u0001031 u0000567 u0001025 u0001621 u0000219 u0000779 u0001264 u0000065 u0000101 u0001525 u0000735 u0001707 u0001815 u0000720 u0001595 u0000717 u0001956 u0001324 u0001721 u0001630 u0000643 u0001555 u0001153 u0001188 u0001551 u0000185 u0001234 u0000371 u0000402 u0000824 u0001579 u0001718 u0000874 u0001680 u0001137 u0000925 u0000654 u0001147 u0000702 u0000962 u0000762 u0000908 u0000095 u0001598 u0001362 u0001081 u0001862 u0000470 u0001405 u0001121 u0001123 u0000569 u0001061 u0000584 u0000222 u0001240 u0001418 u0000389 u0000308 u0000491 u0001684 u0001708 u0001091 u0000934 u0000509 u0000713 u0001799 u0001729,u0002224
PHYS0225,Course PHYS0225,Autumn,Postgraduate,Online,u0001716 u0001930 u0001129 u0000574 u0001779 u0001970 u0000498 u0000048 u0000226 u0000455 u0001155 u0001809 u0000422 u0001317 u0001868 u0000786 u0001456 u0001685 u0001236 u0000571 u0001605 u0000233 u0001975 u0001340 u0000091 u0001264 u0001604 u0001006 u0000725 u0001107 u0000901 u0000679 u0001160 u0000773 u0000937 u0001274 u0001653 u0001658 u0001021 u0000020 u0001639 u0001555 u0001918 u0001278 u0000366 u0001131 u0001372 u0001013 u0001326 u0000613 u0000471 u0000513 u0001624 u0001944 u0000253 u0001215 u0001263 u0001943 u0001137 u0000925 u0001075 u0000882 u0001408 u0000009 u0000892 u0000968 u0001422 u0001857 u0000053 u0000278 u0001969 u0000354 u0000632 u0001578 u0000697 u0001089 u0000848 u0000520 u0000589 u0001749 u0001091 u0001698 u0000194 u0000192 u0000640,u0002225
ENGN0226,Course ENGN0226,Spring,Undergraduate,Blended,u0000967 u0000179 u0000053 u0000865 u0000038 u0000182 u0001157 u0000434 u0000632 u0001726 u0000690 u0000165 u0001509 u0000538 u0000471 u0000569 u0000672 u0001138 u0000869 u0000186 u0000539 u0001364 u0000522 u0000993 u0000694 u0001589 u0001154 u0001633 u0001318 u0000313 u0000970 u0001612 u0000767 u0001068 u0001415 u0001751 u0000383 u0001053 u0001139 u0001588 u0001080 u0000308 u0000044 u0001809 u0000427 u0001599 u0000403 u0000758 u0001673 u0001753 u0000086 u0001229 u0001081,u0002226
BUSN0227,Course BUSN0227,Winter,Undergraduate,Online,u0001669 u0000771 u0000763 u0000291 u0001437 u0000378 u0000113 u0001888 u0001032 u0000796 u0000697 u0000665 u0000392 u0001448 u0001501 u0001476 u0000448 u0000420 u0000570 u0000454 u0000579 u0001208 u0001286 u0000992 u0000633 u0001775 u0001249 u0001264 u0001140 u0001619 u0000294 u0000685 u0000919 u0000163 u0001080 u0000360 u0000021 u0000386 u0001180 u0000421 u0000362 u0000161 u0000394 u0001122 u0000659 u0000009 u0001565 u0000215 u0001028 u0001763 u0000180 u0000212 u0001313 u0000393,u0002227
HIST0228,Course HIST0228,Summer,Postgraduate,Online,u0000596 u0001971 u0001622 u0000096 u0000953 u0001628 u0000412 u0001771 u0000557 u0001994 u0001197 u0000434 u0000411 u0000244 u0001906 u0000531 u0000471 u0000617 u0000285 u0000624 u0001500 u0000454 u0000661 u0001510 u0001286 u0000740 u0000085 u0001717 u0000304 u0001902 u0001181 u0001611 u0000400 u0000389 u0001412 u0001679 u0001331 u0001020 u0001285 u0000625 u0000247 u0001002 u0000383 u0001533 u0000587 u0001205 u0001076 u0000765 u0000602 u0001642 u0001247 u0001960 u0001472,u0002228
MATH0229,Course MATH0229,Autumn,Postgraduate,Online,u0001405 u0001209 u0000260 u0000906 u0000549 u0000151 u0001310 u0000468 u0000405 u0000469 u0000242 u0000188 u0001295 u0001123 u0000995 u0000434 u0000632 u0001800 u0000255 u0001552 u0000728 u0001917 u0000514 u0000555 u0000061 u0000595 u0000603 u0001188 u0001400 u0000910 u0000202 u0000476 u0000606 u0001078 u0000511 u0000556 u0000806 u0000935 u0001001 u0001110 u0001340 u0001667 u0000547 u0001190 u0001353 u0000693 u0000154 u0001847 u0000637 u0001665 u0000044 u0000353 u0001426 u0000049 u0001349 u0001275 u0000964 u0001684 u0000664 u0000193 u0001542 u0001393 u0000486 u0001598 u0000293 u0000751 u0000346,u0002229
BUSN0230,Course BUSN0230,Semester 2,Postgraduate,On Campus,u0001896 u0000332 u0001731 u0001373 u0001329 u0001159 u0000342 u0001772 u0000041 u0000267 u0000011 u0000234 u0001283 u0000898 u0000575 u0001188 u0000224 u0000448 u0001445 u0001078 u0000644 u0001070 u0000429 u0001617 u0001254 u0000645 u0001484 u0001303 u0001143 u0000246 u0001915 u0000223 u0000172 u0001691 u0000111 u0000461 u0000107 u0000759 u0000386 u0001206 u0000006 u0000252 u0000828 u0001202 u0001984 u0001147 u0000866 u0000964 u0000587 u0001393 u0000346 u0001910 u0001653,u0002230
HIST0231,Course HIST0231,Autumn,Undergraduate,Online,u0000260 u0000578 u0001879 u0001166 u0001931 u0001837 u0000456 u0000182 u0001603 u0000414 u0000787 u0000108 u0001230 u0001898 u0000230 u0001627 u0001114 u0000017 u0001260 u0001149 u0001447 u0000186 u0001671 u0000520 u0000075 u0001498 u0001702 u0000116 u0001264 u0001049 u0001252 u0000408 u0000994 u0001155 u0001938 u0000503 u0000404 u0000319 u0000674 u0001595 u0000259 u0001030 u0001799 u0000059 u0000015 u0001923 u0000640,u0002231
BIOL0232,Course BIOL0232,Autumn,Undergraduate,Blended,u0000906 u0000757 u0001560 u0000479 u0001300 u0000435 u0001918 u0001814 u0000473 u0000999 u0001044 u0001213 u0001431 u0001157 u0000829 u0000728 u0001346 u0001099 u0001685 u0000234 u0000135 u0001968 u0001104 u0000567 u0000629 u0001400 u0000003 u0000817 u0001989 u0001927 u0001257 u0000002 u0001376 u0000445 u0000601 u0001589 u0001844 u0001292 u0000253 u0001819 u0001758 u0001936 u0001675 u0000171 u0001909 u0000062 u0000494 u0001656 u0000544 u0001679 u0000725 u0001691 u0001298 u0000576 u0000491 u0001914 u0000568 u0000615 u0000664 u0001122 u0001529 u0000940 u0001071 u0001519 u0001570 u0000347 u0000773 u0001908 u0000838 u0001313 u0001482,u0002232
MGMT0233,Course MGMT0233,Spring,Undergraduate,Online,u0000841 u0000414 u0000334 u0000963 u0000188 u0001515 u0000384 u0001650 u0000903 u0000517 u0001067 u0001983 u0001692 u0001009 u0000210 u0000573 u0000655 u0001675 u0000251 u0001002 u0001191 u0001728 u0001652 u0001224 u0000568 u0000545 u0001821 u0001574 u0001868 u0000106 u0001184 u0001214 u0001928 u0001130 u0001025 u0001369 u0001100 u0001368 u0001113 u0001206 u0001599 u0000628 u0000416 u0001251 u0001960 u0000212 u0001088 u0000682 u0000526 u0001817 u0001372 u0001618 u0000176 u0001400 u0001643 u0001171 u0000870 u0001644 u0001287 u0000200 u0001611 u0001518 u0001730 u0001029 u0001680 u0001491 u0000161 u0001144 u0001362 u0000115 u0001682 u0000053 u0000590 u0001169 u0001436 u0000492 u0000808 u0000202 u0001109 u0001328 u0001110 u0000673 u0001292 u0001633 u0001390 u0000399 u0000360 u0001161 u0000911 u0001076 u0000948 u0000730 u0000670 u0000082,u0002233
BUSN0234,Course BUSN0234,Spring,Postgraduate,On Campus,u0000266 u0000651 u0000620 u0001969 u0001563 u0000147 u0001329 u0000890 u0001627 u0000985 u0000255 u0001772 u0001917 u0000153 u0001050 u0001003 u0001479 u0001163 u0001092 u0000506 u0000388 u0001903 u0001257 u0001737 u0000374 u0000593 u0001357 u0001102 u0001699 u0000694 u0001986 u0001199 u0000418 u0000899 u0000749 u0000819 u0001066 u0000163 u0001954 u0000695 u0001080 u0001289 u0000615 u0001901 u0000707 u0000882 u0001443 u0001454 u0000628 u0000792 u0000098 u0001144 u0000761 u0001821 u0001039 u0000071 u0001543 u0000739 u0001824 u0000137 u0001831 u0001105 u0001270 u0000926,u0002234
PHYS0235,Course PHYS0235,Winter,Postgraduate,On Campus,u0000305 u0001952 u0001784 u0000669 u0001931 u0001194 u0000288 u0000492 u0000365 u0001381 u0000815 u0000004 u0000134 u0001747 u0001360 u0001746 u0001364 u0000579 u0000694 u0001250 u0001111 u0000764 u0001871 u0000276 u0001355 u0001116 u0000058 u0000970 u0001380 u0001883 u0001150 u0000043 u0000353 u0001289 u0001723 u0001537 u0001684 u0000858 u0000432 u0001204 u0000087 u0001108 u0001598 u0000298,u0002235
HIST0236,Course HIST0236,Winter,Postgraduate,Online,u0000437 u0000458 u0001414 u0001273 u0001880 u0001343 u0000791 u0000145 u0000135 u0000547 u0000984 u0000576 u0000403 u0000739 u0000393 u0000926 u0000260 u0001896 u0001622 u0000710 u0001230 u0001928 u0001686 u0001032 u0000392 u0000688 u0000558 u0001340 u0000678 u0001471 u0001875 u0001426 u0000548 u0001595 u0001527 u0001015 u0000937 u0001553 u0001313 u0000027 u0000597 u0000550 u0000081 u0000480 u0000775 u0000149 u0000555 u0001400 u0000888 u0000661 u0001713 u0001944 u0000812 u0001452 u0001783 u0001377 u0001762 u0001849 u0001457 u0001016 u0001976 u0001771 u0001591 u0001467 u0000342 u0001407 u0000296 u0001323 u0001328 u0000075 u0001865 u0001706 u0000330 u0001889 u0000731 u0001859 u0000303 u0001367 u0000124 u0001449,u0002236
PHYS0237,Course PHYS0237,Semester 2,Postgraduate,On Campus,u0000458 u0000151 u0000718 u0001293 u0000289 u0001515 u0001119 u0000574 u0001069 u0001175 u0000523 u0001356 u0001534 u0000268 u0000961 u0000403 u0000926 u0001873 u0001827 u0001916 u0001536 u0000929 u0000889 u0001387 u0001965 u0001257 u0000542 u0000742 u0001128 u0000120 u0001583 u0000023 u0000446 u0000828 u0001202 u0000628 u0000322 u0001756 u0000343 u0001546 u0000727 u0001365 u0000483 u0001439 u0000550 u0001726 u0000255 u0000041 u0000443 u0000506 u0000186 u0000824 u0001611 u0001787 u0000925 u0001118 u0001075 u0000007 u0001905 u0001849 u0001196 u0001362 u0000952 u0001026 u0000159 u0001770 u0001771 u0001123 u0000492 u0000296 u0001203 u0001355 u0001751 u0001859 u0000360 u0001572 u0000616 u0001178 u0000269 u0000272,u0002237
CHEM0238,Course CHEM0238,Semester 2,Undergraduate,Blended,u0001735 u0000604 u0001716 u0001810 u0000456 u0000145 u0001515 u0000121 u0000993 u0000158 u0001164 u0001794 u0001049 u0001224 u0000046 u0001795 u0001018 u0000057 u0001339 u0000751 u0000346 u0000862 u0001731 u0001536 u0001114 u0001906 u0001031 u0000709 u0001448 u0000622 u0000083 u0001340 u0001471 u0000703 u0000284 u0001875 u0001005 u0001354 u0000725 u0000857 u0000446 u0000297 u0000955 u0000937 u0001421 u0000771 u0001607 u0000979 u0000936 u0001389 u0000469 u0000766 u0001674 u0000614 u0001019 u0001447 u0001462 u0000200 u0000921 u0000684 u0001144 u0000504 u0000559 u0000130 u0001598 u0001910 u0001016 u0001522 u0000722 u0001682 u0001544 u0000477 u0001301 u0001213 u0001615 u0000139 u0001807 u0000510 u0001968 u0001152 u0001967 u0001524 u0001359 u0000764 u0000852 u0000100 u0000265 u0000389 u0000162 u0000625 u0001030 u0000071 u0000215 u0000948 u0000729,u0002238
BIOL0239,Course BIOL0239,Autumn,Postgraduate,Online,u0000096 u0001626 u0000708 u0000868 u0001550 u0001000 u0000003 u0000407 u0001120 u0000199 u0000802 u0001148 u0001499 u0000923 u0001876 u0001132 u0000741 u0000689 u0000193 u0001574 u0000862 u0000435 u0000302 u0000148 u0001686 u0000174 u0000746 u0000784 u0001858 u0001260 u0000688 u0001500 u0000051 u0000905 u0000281 u0001243 u0000633 u0001281 u0001218 u0000685 u0000023 u0001610 u0000001 u0000548 u0001565 u0000949 u0001126 u0000999 u0000230 u0000149 u0000234 u0001326 u0000474 u0000285 u0001643 u0000344 u0000312 u0000646 u0001406 u0000200 u0001348 u0001412 u0000447 u0001275 u0000778 u0001432 u0000053 u0001689 u0001603 u0001197 u0001145 u0001003 u0000584 u0001967 u0001102 u0000410 u0001359 u0000853 u0000308 u0000959 u0001729 u0000275 comp2100,u0002239
ENGN0240,Course ENGN0240,Semester 2,Postgraduate,Blended,u0001681 u0001778 u0000151 u0000718 u0000054 u0001810 u0000289 u0000791 u0000229 u0000775 u0001998 u0001807 u0000011 u0000471 u0001106 u0000983 u0001861 u0000076 u0000496 u0001766 u0001641 u0001085 u0001970 u0000094 u0000210 u0000364 u0002001 u0000851 u0001579 u0001471 u0001675 u0001246 u0000294 u0000750 u0000914 u0001915 u0001006 u0000107 u0000552 u0000006 u0001707 u0001762 u0000252 u0001443 u0000619 u0000551 u0000367 u0001732 u0000908 u0001076 u0000231 u0001824 u0001196 u0001642 u0001165 u0001862 u0001101 u0000872,u0002240
COMP0241,Course COMP0241,Autumn,Postgraduate,On Campus,u0000449 u0000089 u0000126 u0000862 u0001011 u0000373 u0001873 u0001041 u0000526 u0001341 u0000829 u0000662 u0000690 u0000997 u0000203 u0000700 u0001182 u0000815 u0000234 u0000774 u0001282 u0000238 u0000463 u0001551 u0001464 u0001168 u0000794 u0000733 u0000083 u0000939 u0000753 u0001775 u0000300 u0000101 u0000258 u0000589 u0001665 u0001004 u0001139 u0000459 u0000924 u0000421 u0001043 u0000934 u0000432 u0000290 u0001076 u0001542 u0000940 u0000713 u0000419 u0000739 u0001229 u0001516 u0001862 u0001560 u0001421,u0002241
BUSN0242,Course BUSN0242,Autumn,Undergraduate,Online,u0001306 u0000705 u0000477 u0000608 u0001299 u0000766 u0000414 u0000982 u0000550 u0001961 u0001569 u0001343 u0000536 u0001768 u0000677 u0001057 u0000174 u0000871 u0000991 u0001906 u0000153 u0000784 u0000672 u0001152 u0000529 u0001138 u0000513 u0001989 u0001502 u0001559 u0001593 u0000199 u0000977 u0000485 u0000562 u0001140 u0000018 u0001789 u0000315 u0000389 u0001832 u0000080 u0000654 u0000576 u0000524 u0000361 u0001921 u0001075 u0000741 u0000866 u0000761 u0001663 u0000666 u0000467 u0001923 u0001037 u0000773 u0000340 u0000268,u0002242
BIOL0243,Course BIOL0243,Autumn,Postgraduate,On Campus,u0000953 u0000089 u0000862 u0000126 u0000395 u0001012 u0001197 u0000173 u0000434 u0000571 u0000687 u0000574 u0000420 u0001983 u0001939 u0000444 u0000110 u0001851 u0001911 u0000548 u0001317 u0000212 u0000536,u0002243
BUSN0244,Course BUSN0244,Semester 2,Postgraduate,Blended,u0001985 u0001891 u0000359 u0001428 u0000283 u0000342 u0000799 u0001237 u0001407 u0000665 u0001752 u0001858 u0000061 u0000869 u0000688 u0000606 u0001766 u0001792 u0000410 u0001492 u0001944 u0001997 u0001418 u0001140 u0000154 u0001782 u0001573 u0001094 u0001604 u0000217 u0000911 u0001058 u0001018 u0000241 u0001821 u0000671 u0000419 u0001712 u0000530,u0002244
ENGN0245,Course ENGN0245,Summer,Postgraduate,Online,u0000906 u0000395 u0001563 u0000526 u0000441 u0001888 u0001817 u0001627 u0000660 u0001750 u0000842 u0000571 u0001805 u0001052 u0001671 u0000580 u0000945 u0000475 u0001633 u0001082 u0000444 u0001348 u0001390 u0001573 u0001859 u0000830 u0000850 u0001984 u0000309 u0000934 u0000959 u0001205 u0001824 u0001790 u0000268 u0000029,u0002245
HIST0246,Course HIST0246,Summer,Postgraduate,Blended,u0000470 u0001882 u0000951 u0001266 u0000414 u0001329 u0001645 u0001930 u0001157 u0000139 u0000928 u0000443 u0000815 u0001862 u0001744 u0000709 u0000471 u0001703 u0000507 u0001899 u0000817 u0000248 u0000448 u0000464 u0001766 u0000104 u0001913 u0000733 u0000859 u0001009 u0000905 u0001064 u0000445 u0000694 u0001541 u0001284 u0001532 u0000286 u0001706 u0001380 u0001068 u0000976 u0000111 u0001940 u0000250 u0000125 u0001377 u0001821 u0001076 u0001753 u0001521 u0000789 u0000952 u0001893 u0001923 u0001307 u0000591 u0001808 u0000268 u0000029,u0002246
MATH0247,Course MATH0247,Spring,Postgraduate,On Campus,u0001586 u0000957 u0000332 u0000096 u0001338 u0000727 u0001023 u0001302 u0001363 u0001041 u0000982 u0001817 u0000928 u0000614 u0001407 u0001503 u0001061 u0000603 u0000515 u0000821 u0001149 u0000513 u0001084 u0001069 u0001805 u0001641 u0001605 u0001786 u0000429 u0001970 u0000870 u0000601 u0000425 u0001484 u0001819 u0000904 u0001048 u0000169 u0001518 u0000800 u0000370 u0001583 u0000731 u0001460 u0001610 u0000455 u0000499 u0001288 u0000490 u0000702 u0001065 u0001568 u0000934 u0000867 u0000908 u0001072 u0001317 u0000213 u0000419 u0001134 u0001543 u0001973 u0000955 u0001745 u0001165 u0001270 u0000338,u0002247
HIST0248,Course HIST0248,Semester 1,Undergraduate,Blended,u0001014 u0000159 u0000818 u0000500 u0000526 u0001870 u0001892 u0000796 u0001090 u0001509 u0000039 u0001031 u0001638 u0000756 u0000104 u0000618 u0001737 u0001120 u0000905 u0001967 u0000631 u0001124 u0001644 u0001355 u0001481 u0000927 u0000077 u0000451 u0001974 u0001832 u0001426 u0000907 u0000944 u0000380 u0000737 u0000427 u0000901 u0001483 u0000562 u0001881,u0002248
MATH0249,Course MATH0249,Autumn,Postgraduate,Blended,u0000141 u0001306 u0000317 u0000449 u0001544 u0000266 u0001301 u0001455 u0000073 u0000307 u0001898 u0000614 u0000209 u0000660 u0000440 u0000352 u0001965 u0001304 u0000150 u0000505 u0001869 u0001094 u0000065 u0001158 u0000043 u0000029 u0000568 u0001802 u0001727 u0000252 u0001535 u0001315 u0001198 u0001623 u0001450 u0001482,u0002249
BUSN0250,Course BUSN0250,Winter,Postgraduate,Blended,u0001985 u0000705 u0000879 u0000675 u0000179 u0001095 u0000073 u0000651 u0000406 u0000068 u0001582 u0000799 u0001615 u0000289 u0001767 u0001992 u0000660 u0000109 u0001606 u0000358 u0000061 u0000450 u0001861 u0001676 u0000454 u0000216 u0001402 u0000522 u0001713 u0000094 u0001124 u0000498 u0001140 u0001504 u0001860 u0000444 u0000701 u0001045 u0000058 u0000494 u0001199 u0000398 u0000123 u0001897 u0000421 u0000899 u0001315 u0000314 u0001065 u0001602 u0001076 u0000509 u0000057 u0001849 u0001516 u0001059 u0000274,u0002250
LAWS0251,Course LAWS0251,Winter,Postgraduate,Online,u0000553 u0000847 u0000811 u0001971 u0001743 u0001300 u0001664 u0000073 u0001584 u0001969 u0001646 u0001439 u0001295 u0000814 u0000378 u0000913 u0000777 u0000434 u0000829 u0001949 u0001129 u0000244 u0000531 u0000538 u0000836 u0001659 u0001638 u0001643 u0001979 u0001747 u0000618 u0000886 u0000002 u0001693 u0001172 u0000558 u0000740 u0001863 u0001657 u0000156 u0000232 u0000154 u0001281 u0000315 u0000874 u0001285 u0001314 u0001288 u0001086 u0001220 u0000628 u0001256 u0001074 u0000792 u0001091 u0000689 u0000671 u0001198 u0001267 u0001608 u0001371 u0001339 u0000015 u0001232 u0001487 u0001862 u0001560 u0001658,u0002251
MATH0252,Course MATH0252,Spring,Postgraduate,Online,u0000841 u0001837 u0001295 u0001800 u0000796 u0000815 u0001463 u0000983 u0001078 u0001786 u0001342 u0000158 u0001585 u0000369 u0000077 u0001911 u0000107 u0001995 u0000883 u0001461 u0000220 u0001039 u0000424 u0000739 u0001593 u0001270 u0001681 u0000705 u0000302 u0001007 u0000209 u0001031 u0000889 u0000282 u0001085 u0001327 u0001830 u0000912 u0000040 u0000319 u0000343 u0000305 u0000333 u0001776 u0001597 u0000936 u0000366 u0000041 u0001219 u0000339 u0000570 u0000556 u0000042 u0000198 u0000701 u0000142 u0001514 u0000415 u0000490 u0001086 u0000457 u0001362 u0000191 u0000278 u0001592 u0000222 u0001677 u0000939 u0000303 u0000605 u0001459 u0000432 u0001732 u0001076 u0000213 u0001704 u0000486 u0001763 u0001178 u0001557,u0002252
HIST0253,Course HIST0253,Summer,Postgraduate,On Campus,u0000578 u0000020 u0001697 u0001555 u0001239 u0000682 u0000769 u0000861 u0000229 u0001346 u0000723 u0001780 u0001540 u0001078 u0000202 u0001175 u0001110 u0000158 u0000118 u0000646 u0001532 u0001462 u0000181 u0000444 u0000090 u0001954 u0000719 u0000353 u0001367 u0001227 u0001162 u0001714 u0001924 u0001512 u0000562 u0001472 u0000844,u0002253
COMP0254,Course COMP0254,Summer,Undergraduate,On Campus,u0000884 u0000345 u0001385 u0000406 u0000913 u0000307 u0000677 u0000365 u0001548 u0000889 u0001083 u0001400 u0000512 u0001562 u0001636 u0000075 u0000661 u0000157 u0000133 u0001713 u0000431 u0000580 u0001164 u0001355 u0001143 u0001199 u0000537 u0001252 u0000217 u0001004 u0000508 u0001984 u0000310 u0000194 u0001600 u0001210 u0001724,u0002254
MGMT0255,Course MGMT0255,Autumn,Postgraduate,On Campus,u0001630 u0000932 u0000590 u0000980 u0000291 u0000662 u0000510 u0000571 u0000525 u0000064 u0000439 u0000644 u0000407 u0001671 u0001402 u0000661 u0001127 u0000445 u0000966 u0001816 u0000779 u0001539 u0000633 u0001670 u0000143 u0000750 u0000120 u0001963 u0000466 u0000383 u0000875 u0001227 u0000850 u0000196 u0000009 u0001757 u0001024,u0002255
BIOL0256,Course BIOL0256,Summer,Postgraduate,Blended,u0001868 u0000718 u0000412 u0000708 u0000913 u0000178 u0001157 u0000823 u0000922 u0000081 u0001772 u0001207 u0000203 u0000915 u0001336 u0000774 u0001089 u0000570 u0001746 u0001981 u0000601 u0000904 u0000585 u0001269 u0000284 u0001883 u0000738 u0001832 u0001392 u0000734 u0000942 u0000396 u0000421 u0000920 u0001408 u0000205 u0000318 u0001849 u0000937 u0001165 u0000668 u0001062,u0002256
